藏品名称,藏品来源,年代,介绍,图片链接,详情链接
Floral Room Perfumer (with cover),Bequest of Mrs. E. Clarence Moore,late 19th -- early 20th century,"This is a Jade Perfumer, made of Jade. Its accession number is 1970.44.a-b, and its dimensions are 2 3/8 in. x 6 5/8 in. x 4 7/8 in. (6.03 cm x 16.83 cm x 12.38 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1970.44.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=581&objectName=Floral Room Perfumer (with cover)
Floral scene,Found in inventory,undated,"This is a Painting, made of Ink and color on silk. Its accession number is 1924.172, and its dimensions are 9 15/16 in. x 10 in. (25.24 cm x 25.4 cm).",,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=582&objectName=Floral scene
Flower Vase ,Bequest of Emile Leonard Schoppe,1662-1722,"This is a Porcelain Vase, made of Porcelain. Its accession number is 1953.21, and its dimensions are 5 7/8 in. x 3 3/8 in. x 3 3/8 in. (14.92 cm x 8.57 cm x 8.57 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1953-21.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=583&objectName=Flower Vase 
Flowers,Gift of Mary Alice Metzger,17th century,"This is a Woodblock, made of Woodblock. Its accession number is 1985.31, and its dimensions are 9 1/8 in. x 11 1/2 in. (23.18 cm x 29.21 cm).",https://collection.sdmart.org/Media/Previews/1981-1990_Embark_Object_Photos/1985.31.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=584&objectName=Flowers
Flowers and Rocks,Gift of Ambassador and Mrs. Everett F. Drumwright in memory of the friendship of all Chinese artists,20th century,"This is a Painting, made of Ink and color on paper. Its accession number is 1977.15, and its dimensions are 26 3/4 in. x 13 9/16 in. (67.95 cm x 34.45 cm).",https://collection.sdmart.org/Media/Previews/1971-1980_Embark_Object_Photos/1977.150.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=585&objectName=Flowers and Rocks
Flute Case (with decorative tassles and hanging cord),Gift of Mrs. Myrtle Shepherd Francis,undated,"This is a Satin Case, made of Satin. Its accession number is 1951.15.10, and its dimensions are 12 1/8 in. x 2 1/4 in. x 5/8 in. (30.8 cm x 5.72 cm x 1.59 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1951.15.10.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=586&objectName=Flute Case (with decorative tassles and hanging cord)
Flying Apsaras,Bequest of Mrs. Cora Timken Burnett,ca. 500,"This is a Limestone Sculpture, made of Limestone. Its accession number is 1957.458, and its dimensions are 22 1/2 in. x 29 1/4 in. x 3 in. (57.15 cm x 74.3 cm x 7.62 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1957.458.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=587&objectName=Flying Apsaras
Food Bowl,Gift of Mrs. Irving T. Snyder,960-1279,"This is a Ceramic Bowl, made of Ceramic. Its accession number is 1964.95, and its dimensions are 1 1/2 in. x 3 1/2 in. x 3 1/2 in. (3.81 cm x 8.89 cm x 8.89 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1964.95.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=588&objectName=Food Bowl
Food Bowl,Gift of Carlotta Mabury,1821-1850,"This is a Porcelain Bowl, made of Porcelain. Its accession number is 1939.38, and its dimensions are 2 1/4 in. x 5 in. x 5 in. (5.72 cm x 12.7 cm x 12.7 cm).",https://collection.sdmart.org/Media/Previews/1930-1940_Embark_Object_Photos/1939.38.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=589&objectName=Food Bowl
Food Bowl ,Bequest of Emile Leonard Schoppe,1736-1796,"This is a Porcelain Bowl, made of Porcelain. Its accession number is 1953.16, and its dimensions are 2 1/2 in. x 5 1/2 in. x 5 1/2 in. (6.35 cm x 13.97 cm x 13.97 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1953.16.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=590&objectName=Food Bowl 
Food Cover,Gift of Mrs. Lester D. Conwell,17th century-18th century (?),"This is a Ceramic Cover, made of Ceramic. Its accession number is 1968.1.a, and its dimensions are 2 13/16 in. x 6 in. x 5 15/16 in. (7.14 cm x 15.24 cm x 15.08 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1968.1a.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=591&objectName=Food Cover
Food Cover,Gift of Mrs. Lester D. Conwell,17th century-18th century (?),"This is a Ceramic Cover, made of Ceramic. Its accession number is 1968.1.b, and its dimensions are 3 in. x 5 15/16 in. x 5 7/8 in. (7.62 cm x 15.08 cm x 14.92 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1968.1b.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=592&objectName=Food Cover
Food Storage Jar,Gift of Mrs. John Sheafe Douglas,18th century-19th century,"This is a Ceramic Jar, made of Ceramic. Its accession number is 1951.8.c, and its dimensions are 7 1/2 in. x 6 3/4 in. x 6 3/4 in. (19.05 cm x 17.15 cm x 17.15 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1951.8.c.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=593&objectName=Food Storage Jar
Formal Court Robe,Gift of Mr. and Mrs. Clifford F. Langhans,ca. 1901-1910,"This is a Silk Robe, made of Silk. Its accession number is 1980.96, and its dimensions are 63 1/2 in. x 83 in. (161.29 cm x 210.82 cm).",https://collection.sdmart.org/Media/Previews/1971-1980_Embark_Object_Photos/1980.96.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=594&objectName=Formal Court Robe
Four panel screen,Gift of Eugene and Marian Gabrych,ca. 14th century,"This is a Screen, made of Ink and color on silk. Its accession number is 2016.109, and its dimensions are 12 3/4 x 54 5/8 in. (32 x 139 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2016-109.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=595&objectName=Four panel screen
Four Women in a Garden,Donor unknown,1880,"This is a Scroll Painting, made of Color on paper, hanging scroll. Its accession number is 1924.367, and its dimensions are 42 1/4 in. x 16 1/4 in. (107.32 cm x 41.28 cm).",https://collection.sdmart.org/Media/Previews/1920-1929_Embark_Object_Photos/1924-367.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=596&objectName=Four Women in a Garden
Fragment (with floral design),Gift of Mrs. Henry B. Clark,undated,"This is a Silk Fabric, made of Silk. Its accession number is 1937.16.c, and its dimensions are 30 in. x 12 in. (76.2 cm x 30.48 cm).",https://collection.sdmart.org/Media/Previews/1930-1940_Embark_Object_Photos/1937.16.c.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=597&objectName=Fragment (with floral design)
Fragment from a Mandarin Coat (with birds and flowers),Gift of Eleanor Langstaff,early 20th century,"This is a Silk Coat Fragment, made of Silk. Its accession number is 1935.26, and its dimensions are 14 1/2 in. x 9 1/4 in. (36.83 cm x 23.5 cm).",https://collection.sdmart.org/Media/Previews/1930-1940_Embark_Object_Photos/1935.26.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=598&objectName=Fragment from a Mandarin Coat (with birds and flowers)
"Fragrance Pouch (with 閳ユ窋ive Noxious Creatures閳?design, hanging cord and tassels)",Gift of Mrs. Myrtle Shepherd Francis,1644-1911,"This is a Satin Pouch, made of Satin. Its accession number is 1951.15.33, and its dimensions are 3 1/2 in. x 3 1/4 in. x 7/8 in. (8.89 cm x 8.26 cm x 2.22 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1951.15.33.png,"https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=599&objectName=Fragrance Pouch (with 芒鈧揊ive Noxious Creatures芒鈧?design, hanging cord and tassels)"
Fragrance Pouch (with floral design and tassels),Gift of Mrs. Myrtle Shepherd Francis,undated,"This is a Satin Pouch, made of Satin. Its accession number is 1951.15.54, and its dimensions are 2 3/4 in. x 4 1/4 in. x 1 in. (6.99 cm x 10.8 cm x 2.54 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1951.15.54.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=600&objectName=Fragrance Pouch (with floral design and tassels)
Fragrance Pouch (with orange bats design and tassels),Gift of Mrs. Myrtle Shepherd Francis,undated,"This is a Gauze Pouch, made of Gauze. Its accession number is 1951.15.28.b, and its dimensions are 3 in. x 3 3/4 in. x 3/4 in. (7.62 cm x 9.53 cm x 1.91 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1951.15.28.b.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=601&objectName=Fragrance Pouch (with orange bats design and tassels)
Fruit Offering Bowl,Gift of Mrs. Charles B. Dunn,18th century,"This is a Cloisonne Bowl, made of Cloisonn??. Its accession number is 1965.1, and its dimensions are 5 3/4 in. x 7 7/8 in. x 7 7/8 in. (14.61 cm x 20 cm x 20 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1965-1.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=602&objectName=Fruit Offering Bowl
Fruits and Vegetables,Gift of Frederick A. Schafer,undated,"This is a hanging Scroll, made of Ink and light color on silk. Its accession number is 1991.49, and its dimensions are 21 3/4 in. x 38 3/8 in. (55.25 cm x 97.47 cm).",https://collection.sdmart.org/Media/Previews/1991-2000_Embark_Object_Photos/1991.49.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=603&objectName=Fruits and Vegetables
Fu Ceremonial Tablet,Gift of Mr. Franklin L. Miller,1050 BCE -771 BCE,"This is a Jade Tablet, made of Jade. Its accession number is 1965.17, and its dimensions are 2 7/8 in. x 4 13/16 in. x 1/16 in. (7.3 cm x 12.22 cm x 0.16 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1965.17.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=604&objectName=Fu Ceremonial Tablet
Fu Dog (with base),Bequest of Mrs. Cora Timken Burnett,undated,"This is a Bronze Sculpture, made of Bronze. Its accession number is 1957.475, and its dimensions are 1 13/16 in. x 1 3/16 in. x 3 1/16 in. (4.6 cm x 3.02 cm x 7.78 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1957-475_Proper Left.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=605&objectName=Fu Dog (with base)
Funerary Jar (with design of standing figures),Bequest of Mrs. Erskine J. Campbell,ca. 1538-1638,"This is a Ceramic Jar, made of Ceramic. Its accession number is 1938.148.b, and its dimensions are 17 3/16 in. x 3 1/2 in. x 3 1/2 in. (43.66 cm x 8.89 cm x 8.89 cm).",https://collection.sdmart.org/Media/Previews/1930-1940_Embark_Object_Photos/1938.148.b.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=606&objectName=Funerary Jar (with design of standing figures)
Funerary Jar (with design of standing figures),Bequest of Mrs. Erskine J. Campbell,ca. 1538-1638,"This is a Ceramic Jar, made of Ceramic. Its accession number is 1938.148.a, and its dimensions are 20 1/2 in. x 5 15/16 in. x 5 15/16 in. (52.07 cm x 15.08 cm x 15.08 cm).",https://collection.sdmart.org/Media/Previews/1930-1940_Embark_Object_Photos/1938.148.a.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=607&objectName=Funerary Jar (with design of standing figures)
Funerary Urn (with animal mask design),Gift of Colonel and Mrs. Francis E. Gillette,25-220,"This is a Ceramic Urn, made of Ceramic. Its accession number is 1981.54, and its dimensions are 13 in. x 11 3/16 in. x 10 5/8 in. (33.02 cm x 28.42 cm x 26.99 cm).",https://collection.sdmart.org/Media/Previews/1981-1990_Embark_Object_Photos/1981.54.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=608&objectName=Funerary Urn (with animal mask design)
Funerary Urn (with design of standing figures),Gift of Mrs. Alexander Bill,960-1279,"This is a Ceramic Urn, made of Ceramic. Its accession number is 1967.23, and its dimensions are 20 in. x 5 1/2 in. x 5 1/2 in. (50.8 cm x 13.97 cm x 13.97 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1967.23.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=609&objectName=Funerary Urn (with design of standing figures)
Funerary Urn (with design of standing figures),Gift of Jeanette R. Andreson,960-1279,"This is a Ceramic Jar, made of Ceramic. Its accession number is 1988.26, and its dimensions are 22 in. x 6 in. x 6 in. (55.88 cm x 15.24 cm x 15.24 cm).",https://collection.sdmart.org/Media/Previews/1981-1990_Embark_Object_Photos/1988.26.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=610&objectName=Funerary Urn (with design of standing figures)
Garment Section (with geometric design),Gift of Isamu Kawaguchi,19th century,"This is a Garment Section, made of Wool and linen. Its accession number is 2006.97, and its dimensions are 20 1/4 in. x 25 3/4 in. (51.44 cm x 65.41 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2006.97.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=611&objectName=Garment Section (with geometric design)
Gathering of Scholars on a River Bank,Museum purchase with funds provided by  Mrs. Frederick G. Jackson in memory of Mr. Frederick G. Jackson,1558,"This is a Fan Painting, made of Ink and colors on gold paper mounted to board. Its accession number is 1968.73.d, and its dimensions are 6 7/16  x 20 1/4 in. (16.35  x 51.44 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1968-73-D.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=612&objectName=Gathering of Scholars on a River Bank
"General introduction, 2nd double page:  Ten Bamboo Studio Prints",Museum purchase with funds provided by the Asian Arts Committee and the Alice Klauber Memorial Fund,1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.101.f, and its dimensions are 9 3/4  x 11 5/16 in. (24.77  x 28.73 cm).",,"https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=613&objectName=General introduction, 2nd double page:  Ten Bamboo Studio Prints"
Girdle,Gift of Mrs. Myrtle Shepherd Francis,undated,"This is a Silk Girdle, made of Silk. Its accession number is 1951.15.11, and its dimensions are 101 in. x 1 3/4 in. (256.54 cm x 4.45 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1951.15.11.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=614&objectName=Girdle
"Girl Holding Sheer Dress in Front of Face, Novartis-China",Gift of Ken and Jacki Widder,2012,"This is a Photographic prints, made of Gelatin silver print. Its accession number is 2021.199, and its dimensions are nan.",https://collection.sdmart.org/Media/Previews/2021-2030_Embark_Object_Photos/2021-199.png,"https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=615&objectName=Girl Holding Sheer Dress in Front of Face, Novartis-China"
