藏品名称,作者,年代,描述,图片链接,详情链接
One hundred water buffalo,Unidentified artist,13th century,"Myriad water buffalo spread across this gentle river landscape in scenes of play, work, and relaxation. Some are guided gently by country oxherd boys, while others are ridden around and through the cool waters, lounge by the riverside, or scratch their weary hides. While the ox sometimes featured in Buddhist images, this painting presents the ox and oxherd as symbols of the simple joys of life in river country.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP166575_CRD.jpg,https://www.metmuseum.org/en/art/collection/search/36033
Tonggu,Chinese (possibly Yunnan Province),before 1889,,https://images.metmuseum.org/CRDImages/mi/mobile-large/midp89.4.1704.jpg,https://www.metmuseum.org/en/art/collection/search/502267
In the Palace,Unidentified artist,before 1140,"In the Palace, a freehand copy of a tenth-century handscroll by Zhou Wenju, depicts daily life among the palace ladies of the Southern Tang emperor Li Yu (r. 961–75), a renowned patron of the arts who trained his ladies to sing and act out his lyrics.This twelfth-century copy is not a later painting in an ancient style but an ancient work reincarnated in a later vernacular. In making his copy, the artist chose the “plain-drawing” (baimiao) style of Li Gonglin (ca. 1049–1106), whose nephew commissioned the work in 1140. Concentrating on line, the painter eliminated the colors found in the original. Figures are drawn in the type of strongly calligraphic line admiringly characterized by Song critics as “iron wire.” In this style, the brush tip is kept at the center of the brushstroke to create taut fluid lines.The twelfth-century painting was later divided into four sections. The Metropolitan’s scroll is the fourth section. The three other sections are in the Bernard Berenson collection, near Florence, Italy; the Cleveland Museum of Art; and the Fogg Art Museum at Harvard University.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP204392_93_CRD.jpg,https://www.metmuseum.org/en/art/collection/search/40004
Snuff Bottle with the Chinese Character of Longevity,China,late 18th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP295600.jpg,https://www.metmuseum.org/en/art/collection/search/41211
Calligraphy (Caoshu),Unidentified artist,未知年代,,https://images.metmuseum.org/CRDImages/as/mobile-large/sf1989.363.1_CRD.jpg,https://www.metmuseum.org/en/art/collection/search/51869
Carved fan with plum-blossom painting,Jin Xiya,"carving dated 1943, painting dated 1942",,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-20123-001.jpg,https://www.metmuseum.org/en/art/collection/search/839237
"Carved fan, birds amid autumn maple leaves",Jin Xiya,1925 (bamboo carving); 1933 (fan painting),"This folding fan features exquisite carvings on its outer ribs by Jin Xiya, the finest bamboo artist active in twentieth-century China. This work showcase Jin’s sophisticated skill in intaglio carving. His works incorporate compositions from designs contributed by important modern artists, such as the calligraphy by Shou Shigong (1885-1950) and painting of sailboats by Jin Cheng (1878–1926) on this piece.According to the archival list of Jin’s works (fan frame #103), the bamboo carving was completed on April 11, 1925.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-20119-001.jpg,https://www.metmuseum.org/en/art/collection/search/839231
"Carved fan, calligraphy",Jin Xiya,1945 (bamboo carving); undated (fan calligraphy),"This folding fan features carvings on its outer ribs by Jin Xiya (1890–1979), the finest bamboo artist active in twentieth-century China. It conveys the artist’s sophisticated skill in relief carving. In addition to the extraordinary carving, this fan also bears calligraphy by notable calligrapher Shen Yinmo (1887–1971). Taken together, this work shed light on the dense web of social and artistic relationships among China’s elite during a time of wrenching change in the formation of modern China.According to the archival list of Jin’s works (fan frame #337), the bamboo carving was completed on November 29, 1945.",https://images.metmuseum.org/CRDImages/as/mobile-large/LC-TR_128_2ab_2020_sr1-019.jpg,https://www.metmuseum.org/en/art/collection/search/839234
Pavilion with Figures,Unidentified artist,未知年代,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP202582_CRD.jpg,https://www.metmuseum.org/en/art/collection/search/51726
"Tray with Chinese characters, bats, and fruits",China,1736–1795,"The dense, multilayered surface of this dish is typical of Qianlong-period carved lacquer. At center is the character for longevity (shou) surrounded by first a circle of bats and then a lobed cartouche containing the phrase “ten thousand longevities and eternal spring” (wan sui chang chun). The outer border of fruits and flowers also refers to long life. The dish was likely presented as a birthday present or used to proffer and display a gift.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP353883.jpg,https://www.metmuseum.org/en/art/collection/search/667287
"Carved fan, branches of blossoming plum and calligraphy",Jin Xiya,1943 (bamboo carving); 1945 (fan calligraphy and painting),"This folding fan features exquisite carvings on its outer ribs by Jin Xiya, the finest bamboo artist active in twentieth-century China. His carvings incorporate compositions from designs contributed by important modern artists, such as Gao Shifeng (1876–1960) on this piece.According to the archival list of Jin’s works (fan frame #283), the bamboo carving was completed on December 24, 1943.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-20121-001.jpg,https://www.metmuseum.org/en/art/collection/search/839233
Buddhist deity Vajradhara in union with his consort Prajnaparamita,probably Chinese or Tibetan,1403–24,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1442-1.jpg,https://www.metmuseum.org/en/art/collection/search/460573
Travelers in a Wintry Forest,Unidentified artist,early 12th century,"During the tenth and eleventh centuries, majestic trees rivaled panoramic landscapes as sources of artistic inspiration. The hermit-painter Jing Hao (act. 900–930), for example, saw in the pine tree ""the moral character of the virtuous man,"" while the preeminent landscape master Li Cheng (919–967) is said to have painted desolate scenes of winter because ""men of virtue are now found only in the wilderness.Travelers in a Wintry Forest follows a well-known composition by Li Cheng as described by Mi Fu (1051–1107) in his History of Painting. The scene is a microcosm of the natural cycle of growth and decay, with the great pine, symbolizing the virtuous gentleman, surrounded by trees ranging from youthful saplings to a shattered ancient hulk. The stoic silence of the wintry forest is matched by the unyielding spirit of the scholar on his donkey—the noble recluse who has entered the mountains to rediscover in nature the moral order that is lost in the human world.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP154079.jpg,https://www.metmuseum.org/en/art/collection/search/40003
Raising the Alms-Bowl,unidentified artist,17th–18th century,"This painting tells the story of how the Buddha converted the child-eating demon Guizimu (Hariti, in Sanskrit) to the Buddhist faith. To show her the pain that her abductions and carnage were causing, the Buddha imprisoned one of Guizimu’s children under a magical bowl; the chaotic scene shows Guizimu’s demon armies futilely trying to lift the bowl and free the child. The Buddha watches, hovering in mid-air, backed by flames and accompanied by luohans and other followers. This painting was made with the intent to deceive: the many early collection seals are fake and were added to make the painting look older (and more valuable) than it was.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP200464_CRD.jpg,https://www.metmuseum.org/en/art/collection/search/39913
The Four Seasons,Unidentified artist,15th century,"The theme of this painting is the progress of the seasons from spring to winter. The scroll begins with a scene of jagged peaks and mist-filled valleys: trees are tinged with the delicate red of new leaf buds and blossoms; turbulent mountain streams suggest the melting snow of early spring. The composition next opens into a broad vista of a lake whipped by a summer rainstorm. Autumn, with its clear skies, is a time for climbing, and the perspective shifts to high mountains with a view across distant pinnacles. In the final scene, wintry sky and water appear dark against snow-covered mountains, where only the pine and bamboo remain green.In its combination of eclectic Northern and Southern Song compositional elements and brush techniques, this landscape belongs to the revival of Song styles patronized by the conservative early Ming court. Kept alive during the fourteenth century by such artists as Tang Di (ca. 1296–1364), this style gained new prominence during the early fifteenth century in the hands of such artists as Dai Jin, Zhou Wenjing, and Li Zai.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP205315_CRD.jpg,https://www.metmuseum.org/en/art/collection/search/45673
A Summer Idyll,Unidentified artist,15th–16th century,"This work and another in the Xinxiang County Museum, Henan Province, are the only known calligraphic hanging scrolls associated with Zhao Mengfu. In both works,the large cursive script, written in a bold dry-brush, ""flying-white"" technique, and the loose structure of individual characters suggest a Ming-dynasty date.The poem, which is recorded in Zhao's collected works, is the first in a series of three entitled ""Three Quatrains on Some Immediate Events."" It describes the leisurely life of the artist in early summer:Through the loosely woven bamboo curtainfrom Xiang, I see a sparse wavy pattern.In my newly tailored white sackcloth gown,gentle heat rises.The shadow of the sun over the courtyardgrows longer, and visitors stay away.About the pond the grass is fragrant,and swallows fly in pairs.(trans. Wen Fong)",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-35890-002.jpg,https://www.metmuseum.org/en/art/collection/search/40510
