主体,关系,对象
Tray_(part_of_a_service),作者,"Chinese,_for_British_market"
Sauceboat_tray_(part_of_a_service),作者,"Chinese,_probably_for_Swedish_market"
Saucer_(part_of_a_service),作者,"Chinese,_probably_for_Swedish_market"
Saucer_(part_of_a_service),作者,"Chinese,_for_American_market"
Punch_bowl,作者,"Chinese,_for_Scottish_market"
Saucer_(part_of_a_service),作者,"Chinese,_for_British_market"
Teabowl_and_saucer,作者,"Chinese,_for_Portuguese_market"
Teapot_(part_of_a_service),作者,"Chinese,_possibly_for_European_market"
Bowl_(part_of_a_service),作者,"Chinese,_for_British_market"
Duck_(one_of_a_pair),作者,"Chinese,_for_Continental_European_market"
Teabowl,作者,"Chinese,_for_Dutch_market"
Punch_bowl,作者,"Chinese,_for_Continental_European_market"
Cream_jug,作者,"Chinese,_for_British_market"
Shaving_bowl,作者,"Chinese,_for_European_market"
Bowl_(part_of_a_service),作者,"Chinese,_probably_for_Swedish_market"
Bowl_(part_of_a_service),作者,"Chinese,_for_Continental_European_market"
Bowl_(part_of_a_service),作者,"Chinese,_for_British_market"
Bowl_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Punch_bowl,作者,"Chinese,_for_European_market"
Bowl_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Tureen_with_cover,作者,"Chinese,_possibly_for_Portuguese_market"
Teabowl_and_saucer,作者,"Chinese,_for_Dutch_market"
Teabowl_and_saucer,作者,"Chinese,_for_European_market"
Bowl_(part_of_a_service),作者,"Chinese,_for_American_market"
Jug_with_cover,作者,"Chinese,_for_European_market"
Hot_milk_jug,作者,"Chinese,_possibly_for_American_market"
Teabowl_and_saucer,作者,"Chinese,_for_Continental_European_market"
Teabowl_and_saucer,作者,"Chinese,_for_European_market"
Tray_(part_of_a_service),作者,"Chinese,_probably_for_British_market"
Soup_plate,作者,"Chinese,_for_Continental_European_market"
Platter_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Bowl_(part_of_a_service),作者,"Chinese,_for_British_market"
Sauceboat_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Cup_and_saucer,作者,"Chinese,_for_British_market"
Bowl,作者,"Chinese,_for_British_market"
Plate_(one_of_two),作者,"Chinese,_for_Russian_market"
Jug_with_cover,作者,"Chinese,_probably_for_Dutch_market"
Plate,作者,"Chinese,_for_British_market"
Saucer_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Fruit_basket_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Plate,作者,"Chinese,_for_Portuguese_market"
Standing_cup_with_cover,作者,"Chinese,_for_Dutch_market"
Plate_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Plate,作者,"Chinese,_for_Portuguese_market"
Plate_(one_of_two),作者,"Chinese,_for_Russian_market"
Horizontal_panel,作者,"Chinese,_for_Portuguese_market"
Vegetable_dish_with_cover,作者,"Chinese,_for_American_market"
Teabowl_and_saucer,作者,"Chinese,_for_British_market"
Chocolate_pot_with_cover,作者,"Chinese,_for_European_market"
Flagon,作者,"Chinese,_probably_for_American_market"
Milk_jug_with_cover,作者,"Chinese,_for_European_market"
Tureen_with_cover,作者,"Chinese,_for_Indian_market"
Dish_with_cover,作者,"Chinese,_for_Continental__European_market"
Teapot_(part_of_a_set),作者,"Chinese,_for_British_market"
Teapot,作者,"Chinese,_for_European_market"
Teapot,作者,"Chinese,_for_British_market"
Pitcher_with_cover,作者,"Chinese,_probably_for_American_market"
Bowl_with_cover,作者,"Chinese,_for_European_market"
Cup_with_cover,作者,"Chinese,_for_European_market"
Teapot,作者,"Chinese,_for_American_market"
Coffeepot_(part_of_a_service),作者,"Chinese,_for_Spanish_market"
Teapot_(part_of_a_set),作者,"Chinese,_for_Danish_market"
Teapot,作者,"Chinese,_for_European_market"
Salt_(part_of_a_service),作者,"Chinese,_possibly_for_British_market"
Watch_holder_with_cover,作者,"Chinese,_for_Continental_European_market"
Salt_(part_of_a_service),作者,"Chinese,_possibly_for_British_market"
Teapot_(part_of_a_service),作者,"Chinese,_for_British_market"
Tureen_with_cover,作者,"Chinese,_for_Danish_market"
Teapot,作者,"Chinese,_for_Scottish_market"
Jar_with_cover,作者,"Chinese,_for_European_market"
Cream_jug,作者,"Chinese,_for_British_market"
Tureen_with_cover,作者,"Chinese,_possibly_for_Portuguese_market"
"Brisé_Fan,_with_Figures_and_Pavilions_in_a_Landscape",作者,"Chinese,_for_the_European_Market"
Plaque,作者,"Chinese,_for_European_market"
Folding_Fan_with_Representation_of_Birds_and_Flowers,作者,"Chinese,_for_the_European_Market"
"Folding_Fan_with_Ladies_in_a_Garden,_flanked_by_Flowers",作者,"Chinese,_for_the_European_Market"
"Brisé_Fan,_with_Clouds_of_Landscape_Pavilions",作者,"Chinese,_for_the_European_Market"
Kang-T'ung,作者,Chinese_(Tibetan)
"Brisé_Fan,_with_IR_monogram",作者,"Chinese,_for_the_European_Market"
"Brisé_Fan,_with_Figures_in_Courtyard_Gardens",作者,"Chinese,_for_the_European_Market"
"Brisé_Fan,_with_representations_of_birds_on_branches",作者,"Chinese,_for_the_European_Market"
Rkan-Dung,作者,Chinese_(Tibetan)
Plate,作者,"Chinese,_for_European_market"
Dish,作者,"Chinese,_for_European_market"
Platter_(one_of_a_pair),作者,"Chinese,_for_Danish_market"
Folding_Fan_with_Landscape_Scene,作者,"Chinese,_for_the_European_Market"
"Brisé_Fan,_with_Representation_of_Figures_in_a_Landscape",作者,"Chinese,_for_the_European_Market"
Miniature_vase_(one_of_a_pair),作者,"Chinese,_for_European_market"
Brisé_Fan_with_Three_Representations_of_Pavilions_in_Landscapes,作者,"Chinese,_for_the_European_Market"
Seated_hound,作者,"Chinese,_Dehua,_for_European_market"
Punch_bowl,作者,"Chinese,_probably_for_British_market"
Urn_(one_of_a_pair),作者,"Chinese,_for_European_market"
Tea_caddy_(part_of_a_set),作者,"Chinese,_for_Dutch_market"
Pitcher_(part_of_a_service),作者,"Chinese,_for_British_market"
Tea_caddy,作者,"Chinese,_for_British_market"
Folding_Fan_with_Scene_of_Figures_in_a_Landscape,作者,"Chinese,_for_the_European_Market"
Tea_caddy,作者,"Chinese,_for_British_market"
Pair_of_urns,作者,"Chinese,_for_Swedish_market"
Tea_caddy,作者,"Chinese,_for_European_market"
Deep_dish_(part_of_a_service),作者,"Chinese,_for_Continental_European_market"
"Brisé_Fan,_with_Figures,_Pavilions,_and_Fantastical_Beasts",作者,"Chinese,_for_the_European_Market"
Urn_(one_of_a_pair),作者,"Chinese,_for_European_market"
Tea_cup_(part_of_a_service),作者,"Chinese,_for_Continental_European_market"
Cup_(part_of_a_service),作者,"Chinese,_for_British_market"
Tray,作者,"Chinese,_for_German_market"
Cup_and_saucer,作者,"Chinese,_possibly_for_British_market"
Platter_(part_of_a_service),作者,"Chinese,_for_Continental_European_market"
Sauceboat_tray_(part_of_a_service),作者,"Chinese,_for_British_market"
Plate_(part_of_a_service),作者,"Chinese,_probably_for_British_market"
Saucer_(part_of_a_service),作者,"Chinese,_for_British_market"
Saucer_(part_of_a_service),作者,"Chinese,_for_British_market"
Saucer,作者,"Chinese,_for_British_market"
Saucer_(part_of_a_service),作者,"Chinese,_for_Continental_European_market"
Cup_and_saucer,作者,"Chinese,_probably_for_British_market"
Saucer_(part_of_a_set),作者,"Chinese,_for_Danish_market"
Plate,作者,"Chinese,_for_Contential_European_market"
Duck_(one_of_a_pair),作者,"Chinese,_for_Continental_European_market"
Teabowl_and_saucer,作者,"Chinese,_for_European_market"
Cow,作者,"Chinese,_for_European_market"
Sugar_bowl_(part_of_a_service),作者,"Chinese,_probably_for_American_market"
Beaker,作者,"Chinese,_for_Dutch_market"
Teabowl_and_saucer,作者,"Chinese,_for_British_market"
Creamer_(part_of_a_service),作者,"Chinese,_for_Continental_European_market"
Dish_with_cover_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
"Brisé_Fan,_with_scrolling_decoration",作者,"Chinese,_for_the_European_Market"
Hot_water_platter,作者,"Chinese,_for_American_market"
Teapot_(part_of_a_service),作者,"Chinese,_for_Continental_European_market"
Plate,作者,"Chinese,_for_European_market"
Miniature_vase_(one_of_a_pair),作者,"Chinese,_for_European_market"
Platter_(one_of_a_pair),作者,"Chinese,_for_Danish_market"
Brisé_Fan_with_Representation_of_Pavilions_in_a_Landscape,作者,"Chinese,_for_the_European_Market"
Plates_(2),作者,"Chinese,_for_British_market"
Bowl_with_cover,作者,"Chinese,_for_British_market"
"Folding_Fan_with_Blank_Leaf,_and_Carved_Ivory_Sticks",作者,"Chinese,_for_the_European_Market"
"Bowl,_possibly_a_copy_of_Jun_ware",作者,possibly_Chinese
Saucer,作者,"Chinese,_for_European_market"
Folding_Fan_with_Scene_of_Figures_in_a_Landscape,作者,"Chinese,_for_the_European_Market"
Dish,作者,"Chinese,_for_Near_Eastern_market"
Dish,作者,"Chinese,_for_Continental_market"
Platter,作者,"Chinese,_for_French_market"
Cup_and_saucer,作者,"Chinese,_for_European_market"
Butter_dish_with_cover_and_tray,作者,"Chinese,_possibly_for_British_market"
Cup_(part_of_a_service),作者,"Chinese,_for_British_market"
Tea_cup_(part_of_a_service),作者,"Chinese,_for_British_market"
Soup_plate_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Teabowl_and_saucer,作者,"Chinese,_for_Dutch_market"
Tea_cup_(part_of_a_service),作者,"Chinese,_for_British_market"
Soup_dish_(part_of_a_service),作者,"Chinese,_for_British_market"
Deep_platter_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Soup_plate_(part_of_a_service),作者,"Chinese,_for_British_market"
Tea_cup_(part_of_a_service),作者,"Chinese,_for_British_market"
Dish,作者,"Chinese,_for_Dutch_market"
Soup_dish_(part_of_a_service),作者,"Chinese,_for_British_market"
Tea_caddy_(part_of_a_service),作者,"Chinese,_for_American_market"
Plate_(one_of_two),作者,"Chinese,_for_German_market"
Platter_(part_of_a_service),作者,"Chinese,_for_British_market"
Dinner_plate_(part_of_a_service),作者,"Chinese,_for_Danish_market"
Plate,作者,"Chinese,_for_British_market"
Mug,作者,"Chinese,_Dehua,_for_European_market"
Plate,作者,"Chinese,_probably_with_Dutch_decoration"
Dinner_plate_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Soup_plate_(part_of_a_service),作者,"Chinese,_for_Danish_market"
Cup_and_saucer,作者,"Chinese,_for_Dutch_market"
Dinner_plate,作者,"Chinese,_for_Dutch_market"
Soup_plate_(part_of_a_service),作者,"Chinese,_for_Danish_market"
Gravy_boat_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Plate,作者,"Chinese,_for_Dutch_market"
"Knife_with_Sheath,_Chopsticks_and_Belt_Loop",作者,"Chinese,_Manchuria_or_Mongolian"
The_Sacrifice_of_Polyxena_from_a_set_of_The_Story_of_Troy,作者,"Chinese,_Macao,_for_export_market"
Tea_cup_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Soup_plate_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Sugar_bowl_(part_of_a_service),作者,"Chinese,_for_Spanish_market"
Soup_plate_(part_of_a_service),作者,"Chinese,_for_Continental_European_market"
Soup_plate_(part_of_a_service),作者,"Chinese,_for_British_market"
Saucer_(part_of_a_service),作者,"Chinese,_for_British_market"
Cup_and_two_saucers,作者,"Chinese,_for_Dutch_market"
Tea_cup_(part_of_a_miniature_service),作者,"Chinese,_for_British_market"
Coffee_cup_(part_of_a_service),作者,"Chinese,_probably_for_British_market"
Soup_plate_(part_of_a_service),作者,"Chinese,_for_British_market"
Saucer_(part_of_a_miniature_service),作者,"Chinese,_for_British_market"
Tray_for_a_fruit_basket_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Plate,作者,"Chinese,_for_Dutch_market"
Saucer,作者,"Chinese,_for_Spanish_market"
Spoon_tray_(part_of_a_service),作者,"Chinese,_for_American_market"
Sauceboat_with_cover_and_tray,作者,"Chinese,_for_Scottish_market"
Hot_milk_jug_(part_of_a_service),作者,"Chinese,_for_European_market"
Milk_jug_with_cover_(part_of_a_service),作者,"Chinese,_possibly_for_European_market"
Bowl_(part_of_a_service),作者,"Chinese,_for_British_market"
Ewer,作者,"Chinese,_for_Dutch_market"
Bowl_with_coat_of_arms_of_the_Horsmanden_family,作者,"Chinese,_made_for_British_market"
Coffee_cup_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Beaker,作者,"Chinese,_for_Dutch_market"
Tray_for_a_fruit_basket_(part_of_a_service),作者,"Chinese,_for_British_market"
Dish,作者,"Chinese,_for_British_market"
Chess_set_and_box-boards,作者,"Chinese,_for_export_market"
Sugar_bowl_with_cover_(part_of_a_service),作者,"Chinese,_probably_for_British_market"
Plate,作者,"Chinese,_for_Portuguese_market"
Beaker_with_cover_and_saucer,作者,"Chinese,_for_European_market"
Tureen_with_cover_(part_of_a_service),作者,"Chinese,_for_British_market"
Teapot_(part_of_a_service),作者,"Chinese,_probably_for_British_market"
Deep_dish_with_cover_(part_of_a_service),作者,"Chinese,_for_British_market"
Milk_jug_with_cover_(part_of_a_set),作者,"Chinese,_for_Dutch_market"
Tureen_with_cover_(part_of_a_service),作者,"Chinese,_for_British_market"
Cup_with_cover,作者,"Chinese,_for_British_market"
Vegetable_dish_with_cover_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Meat_dish_with_cover_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Vegetable_dish_with_cover_(part_of_a_service),作者,"Chinese,_for_British_market"
Jug_with_cover_(part_of_a_service),作者,"Chinese,_for_British_market"
Platter_with_rack_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Dish_with_cover_(part_of_a_service),作者,"Chinese,_probably_for_British_market"
Dish_with_cover_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Folding_Fan_with_Scene_of_a_Lady_in_a_Palanquin,作者,"Chinese,_for_the_European_Market"
Dish_with_cover_(part_of_a_service),作者,"Chinese,_probably_for_British_market"
Sugar_bowl_with_cover_(part_of_a_service),作者,"Chinese,_for_British_market"
Platter_with_rack_(part_of_a_service),作者,"Chinese,_for_British_market"
Cup_with_cover_(part_of_a_service),作者,"Chinese,_for_British_market"
Sugar_bowl_with_cover_(part_of_a_service),作者,"Chinese,_for_Continental_European_market"
Tureen_with_cover_(part_of_a_service),作者,"Chinese,_for_Portuguese_market"
Tureen_with_cover_(part_of_a_service),作者,"Chinese,_probably_for_Swedish_market"
Tureen_with_cover_(part_of_a_service),作者,"Chinese,_for_Continental_European_market"
Sauceboat_with_cover_(part_of_a_service),作者,"Chinese,_for_British_market"
Dish_with_cover_(part_of_a_set),作者,"Chinese,_for_European_market"
Tureen_with_cover_(part_of_a_service),作者,"Chinese,_probably_for_Swedish_market"
Tureen_with_cover_(part_of_a_service),作者,"Chinese,_for_British_market"
Sugar_caster_(part_of_a_service),作者,"Chinese,_for_Spanish_market"
Tureen_with_cover_(part_of_a_service),作者,"Chinese,_for_British_market"
Tureen_with_cover_(part_of_a_service),作者,"Chinese,_possibly_for_British_market"
Custard_cup_with_cover,作者,"Chinese,_for_Continental_European_market"
Tureen_with_cover_(part_of_a_service),作者,"Chinese,_for_British_market"
Sugar_bowl_with_cover_(part_of_a_service),作者,"Chinese,_for_British_market"
Teapot_(part_of_a_service),作者,"Chinese,_for_European_market"
Vegetable_dish_with_cover,作者,"Chinese,_for_Portuguese_market"
Vegetable_dish_with_cover_(part_of_a_service),作者,"Chinese,_for_British_market"
Jar_with_cover,作者,"probably_Chinese,_possibly_Dehua"
Folding_Fan_with_Scene_of_Figures_in_a_Courtyard_Garden_and_a_Stately_Procession,作者,"Chinese,_for_the_European_Market"
Folding_Fan_with_Scene_of_Figures_in_a_Courtyard_Garden,作者,"Chinese,_for_the_European_Market"
Folding_Fan_with_Scene_of_Figures_in_a_Courtyard_Garden,作者,"Chinese,_for_the_European_Market"
Folding_Fan_with_Three_Scenes_of_Figures_in_a_Courtyard_Garden,作者,"Chinese,_for_the_European_Market"
Folding_Fan_with_Scene_of_Figures_in_a_Courtyard_Garden,作者,"Chinese,_for_the_European_Market"
Folding_Fan_with_Scene_of_Figures_in_a_Courtyard_Garden,作者,"Chinese,_for_the_European_Market"
Folding_Fan_with_Scene_of_Figures_in_a_Courtyard_Garden,作者,"Chinese,_for_the_European_Market"
Folding_Fan_with_Scene_of_Figures_in_a_Courtyard_Garden,作者,"Chinese,_for_the_European_Market"
Folding_Fan_with_Scene_of_Figures_in_a_Courtyard_Garden,作者,"Chinese,_for_the_European_Market"
Folding_Fan_with_Scene_of_Figures_in_a_Courtyard_Garden,作者,"Chinese,_for_the_European_Market"
Folding_Fan_with_Scene_of_Figures_in_a_Courtyard_Garden,作者,"Chinese,_for_the_European_Market"
Folding_Fan_with_Scene_of_Figures_in_a_Courtyard_Garden,作者,"Chinese,_for_the_European_Market"
Folding_Fan_with_Scene_of_Figures_in_a_Courtyard_Garden,作者,"Chinese,_for_the_European_Market"
Folding_Fan_with_Scene_of_Figures_in_a_Courtyard_Garden,作者,"Chinese,_for_the_European_Market"
Mug_(one_of_a_pair),作者,"Chinese,_for_British_market"
Folding_Fan_with_Multiple_Scenes_of_Figures_in_Courtyard_Gardens,作者,"Chinese,_for_the_European_Market"
Mug_(one_of_a_pair),作者,"Chinese,_for_British_market"
Folding_Fan_with_Scene_of_Figures_in_a_Courtyard_Garden_and_Stately_Entrance,作者,"Chinese,_for_the_European_Market"
Tea_caddy_with_cover_(part_of_a_service),作者,"Chinese,_for_British_market"
"Folding_Fan_with_Scene_of_a_Musical_Concert,_flanked_by_a_Fisherman_and_Birds",作者,"Chinese,_for_the_European_Market"
Tea_caddy_(part_of_a_service),作者,"Chinese,_for_European_market"
Folding_Fan_with_Scene_of_Figures_in_a_Landscape,作者,"Chinese,_for_the_European_Market"
Folding_Fan_with_Scene_of_Figures_in_a_Courtyard_Garden,作者,"Chinese,_for_the_European_Market"
Tea_caddy_with_cover,作者,"Chinese,_for_Danish_market"
Folding_Fan_with_Scene_of_Figures_in_a_Courtyard_Garden,作者,"Chinese,_for_the_European_Market"
Dish,作者,"Chinese,_probably_for_British_market"
Dish,作者,"Chinese,_possibly_for_British_market"
Brisé_fan,作者,possibly_Chinese
